,basin,Q_P,Q_ET,Q_var,Q_D,year
222,MKM,0.817563297832362,-0.3577220504884037,60159.81519767851,-0.463081073658082,2016
223,MKM,0.9561996306342752,-0.2234169520550857,102365.05042050291,-0.3685047014703783,2017
224,MKM,0.7636604776261944,-0.5867827185735349,40538.32867621205,-0.5202923612573074,2018
225,MKM,0.7046531433156227,-0.6492642758638437,81629.59279909672,-0.5636362224103468,2019
226,MKM,0.765736083602921,-0.6870164710931613,10664.279658263367,-0.7475161063494382,2020
227,MKM,0.8036978028538926,-0.8524743425393344,134155.29935569223,-0.9167031647555578,2021
228,MKM,0.813044759254904,-0.8545083067859284,65675.00948022254,-0.914234061725401,2022
229,MKM,0.9747578134826458,-0.6430256766668895,93038.06750355389,-0.8036181411145418,2023
230,SNS,0.7418930452125354,-0.7971045489840094,30452.128678146328,-0.7929080835761859,2001
231,SNS,0.8614927855769273,-0.6322276341167572,86730.05704693489,-0.7271714918708355,2002
232,SNS,0.9177626915648524,-0.5501065967761639,113268.7040217885,-0.7651783396089122,2003
233,SNS,0.898503756283365,-0.6759442567464943,91470.51860458285,-0.8197931397507542,2004
234,SNS,0.914167344561666,-0.5800118999202364,188973.16680497053,-0.65816658077039,2005
235,SNS,0.9549906243910764,-0.305128208636436,68489.32969807975,-0.33715816332615295,2006
236,SNS,0.6941082807586112,-0.7229803692704118,33316.703468114516,-0.8350765853657265,2007
237,SNS,0.8138093643566799,-0.7551380134441804,92112.38103678908,-0.8373284282779958,2008
238,SNS,0.8819134257497658,-0.6288429422879473,141662.8700732725,-0.7247122607220563,2009
239,SNS,0.9346087650728445,-0.530943912238903,227834.6146076216,-0.598793934957872,2010
240,SNS,0.9474121576237555,-0.4820597925243725,55916.20191212946,-0.7029039315626094,2011
241,SNS,0.7046332253891097,-0.5425970721414097,128362.12709846461,-0.7350342393796537,2012
242,SNS,0.7462258722995881,-0.624641281512303,3990.013871188657,-0.8457160300541939,2013
243,SNS,0.7007623188614418,-0.6529162520417431,61930.952815810844,-0.8485894000902884,2014
244,SNS,0.8333127531422084,-0.4738626236829981,62361.557644118635,-0.8355568574113315,2015
245,SNS,0.8559098718075664,-0.21773897302461478,132046.90429321627,-0.48346703270860564,2016
246,SNS,0.9799757036586096,0.05795379003273367,205591.16583965637,-0.29938291128467953,2017
247,SNS,0.8854902407606128,-0.21994932744065748,73513.06811699824,-0.24958328476160851,2018
248,SNS,0.8709000319057886,-0.5366404541062407,133656.63239691226,-0.599350699162347,2019
249,SNS,0.8312210576215057,-0.44796326059571584,15424.81086980747,-0.6176361399878828,2020
250,SNS,0.8709027426345956,-0.602623349369275,127714.92217735514,-0.7759121869573781,2021
251,SNS,0.8682063379186105,-0.5914891336452871,50439.928552760284,-0.8184109645381945,2022
252,SNS,0.9196449243338116,-0.4184793623688457,95663.04876378017,-0.7479806322012699,2023
253,MRC,0.6016011947570161,-0.8530527086787968,38356.087431407774,-0.8460624452205641,2001
254,MRC,0.7811384982316029,-0.748009728579066,102035.4440579713,-0.8075437894577054,2002
255,MRC,0.8540659176344283,-0.634507567587801,93000.59982765393,-0.7412490815191395,2003
256,MRC,0.7794204131828014,-0.7633883636749761,85935.663808317,-0.8201751295107101,2004
257,MRC,0.8438738767484043,-0.6801329531282606,136139.66905976727,-0.745121893476027,2005
258,MRC,0.9291188007975658,-0.4419387421877504,71592.25922666998,-0.4585296455097375,2006
259,MRC,0.5731736284807867,-0.8071319613670159,25563.748813923685,-0.7773084162837507,2007
260,MRC,0.7119987194592641,-0.8180004351299134,107351.42646320272,-0.8110824258353324,2008
261,MRC,0.7045746810193407,-0.7364626658941187,154414.77231710477,-0.7497682575702811,2009
